Date,Open,High,Low,Close,Volume,Adj Close
15/09/2000,126.81,127.25,124.75,125,5481700,105.58
18/09/2000,125.25,126,123.06,123.25,3932800,104.1
19/09/2000,122.75,126.25,122.56,124.94,3341000,105.53
20/09/2000,124.69,126.56,123.5,124.75,4623400,105.37
21/09/2000,124.19,126.69,120,121.5,4302200,102.62
22/09/2000,123,124.31,121.31,123.87,5930100,104.63
25/09/2000,124.5,126.62,121,123,4291000,103.89
26/09/2000,120,121.87,118.37,119.12,6217200,100.61
27/09/2000,120.06,120.31,115.5,118,5948900,99.67
28/09/2000,117.37,118.87,115,115.25,5309100,97.34
29/09/2000,115.5,116.94,110.25,112.62,9594600,95.12
02/10/2000,112.62,119.62,112.62,117.81,8872200,99.51
03/10/2000,118.87,119.37,110,110.56,11744200,93.38
04/10/2000,110.37,114.87,108.56,114.37,11668900,96.6
05/10/2000,113.81,114.56,111.56,113.19,5547000,95.61
06/10/2000,114,116.12,112.75,116,6108400,97.98
09/10/2000,115.94,119.37,114.31,117.94,4898000,99.62
10/10/2000,116.62,117.12,112.44,114.87,5614200,97.02
11/10/2000,111.87,112.94,107.5,112,8775800,94.6
12/10/2000,114.25,114.37,103.12,103.12,9704900,87.1
13/10/2000,104.19,110.44,104.19,109.06,9092600,92.12
16/10/2000,111.5,113.12,108.56,111.12,7710400,93.86
17/10/2000,111.94,113.87,108.56,113,8882500,95.44
18/10/2000,96.75,99.12,90.25,95.44,29777800,80.61
19/10/2000,98,98.5,92.69,96.44,17966900,81.46
20/10/2000,95.12,96.25,94.19,94.75,9369200,80.03
23/10/2000,94.75,95,91.06,92.87,9338600,78.44
24/10/2000,93,94.37,90.19,91.44,8826200,77.23
25/10/2000,90.5,90.94,86.94,87.56,14058500,73.96
26/10/2000,88,92.87,87.62,92.75,10135700,78.34
27/10/2000,93,93.69,91,93.69,6431400,79.13
30/10/2000,93.5,93.75,90.31,93.31,8084000,78.81
31/10/2000,93.75,99.12,93.75,98.5,10902600,83.2
01/11/2000,98.44,99.87,97.25,98.56,7466200,83.25
02/11/2000,99,102.31,98.5,101.94,7445100,86.1
03/11/2000,102.5,102.62,99.37,100.12,5848500,84.57
06/11/2000,99.87,102.37,99.44,100.31,4448500,84.73
07/11/2000,101.12,103.5,100.69,102.31,5420600,86.42
08/11/2000,103.62,103.75,99.25,100,6990800,84.57
09/11/2000,96.75,100,95.69,99.44,9047900,84.1
10/11/2000,98,98.37,93,93,6807900,78.65
13/11/2000,91.81,99.44,91.62,97.44,8684900,82.41
14/11/2000,99.25,99.87,98.5,99.5,5150900,84.15
15/11/2000,99.5,100.06,97.62,99.37,4160300,84.04
16/11/2000,99.25,99.69,98.25,98.25,3739700,83.09
17/11/2000,98.31,102.5,98.25,101.94,7717400,86.21
20/11/2000,999,103.25,100.87,103.25,7426600,87.32
21/11/2000,103.25,104.37,98.5,98.5,7180700,83.3
22/11/2000,98.5,100.81,98.31,98.5,5537100,83.3
24/11/2000,99.37,101.75,99.25,99.94,2497500,84.52
27/11/2000,100.44,102,98.44,98.44,3866200,83.25
28/11/2000,98.75,100.75,97.37,97.87,4799100,82.77
29/11/2000,97.75,99.94,96.69,99.81,5524600,84.41
30/11/2000,98,98,92.25,93.5,10651400,79.07
01/12/2000,94.44,99.31,94.37,95.62,7525100,80.87
04/12/2000,96,99.19,95.75,98.37,5566800,83.19
05/12/2000,100.44,104.75,99.62,103.37,7804200,87.42
06/12/2000,101.75,101.81,94.81,96.75,10096900,81.82
07/12/2000,95.06,95.94,93.12,93.12,7922000,78.75
08/12/2000,98,99,95.75,97,6140600,82.03
11/12/2000,96.5,98.25,93.75,95,6185600,80.34
12/12/2000,95.25,96.12,92.5,93.87,7913300,79.39
13/12/2000,94.87,96.62,90.69,91.25,6992600,77.17
14/12/2000,92,93.69,91.81,92.44,6131400,78.18
15/12/2000,90,90.69,87.31,87.81,14254500,74.26
18/12/2000,88.37,90.5,88.37,90.5,7693800,76.54
19/12/2000,90.19,94.44,89.81,90.12,7705300,76.22
20/12/2000,85.87,88,84.81,86,12579400,72.73
21/12/2000,85.5,87.94,80.06,81.56,12725500,68.98
22/12/2000,84.5,89.37,84.5,89,9514000,75.27
26/12/2000,89,89.56,84.25,84.81,6052300,71.73
27/12/2000,84.75,88.12,83.56,84.69,8245100,71.62
28/12/2000,83.5,88.19,82.12,85.25,9798600,72.1
29/12/2000,86.94,86.94,84.25,85,6943700,71.89
02/01/2001,84.5,87.5,84.12,84.81,8007200,71.73
03/01/2001,83.75,95,83.75,94.62,12769900,80.02
04/01/2001,94.75,99.75,92.69,93.19,15420500,78.81
05/01/2001,93.94,94.69,91,94,8043200,79.5
08/01/2001,93.5,93.94,91.56,93.56,6064800,79.13
09/01/2001,94.44,95.75,91.44,92.56,7547100,78.28
10/01/2001,92.5,94.94,91.69,93.44,7656100,79.02
11/01/2001,92.94,94.25,91.25,93.69,9635000,79.24
12/01/2001,93.69,96.44,92.37,93.81,6448000,79.34
16/01/2001,93.75,94,91.81,92.75,5671900,78.44
17/01/2001,95.37,97.75,94.31,96.69,9727000,81.77
18/01/2001,104.37,110,103.5,108.31,25244900,91.6
19/01/2001,107.5,113.94,107.25,111.25,14762200,94.09
22/01/2001,109.5,109.94,108.19,108.56,9618500,91.81
23/01/2001,109.56,109.94,107.62,109.06,9826900,92.23
24/01/2001,109.06,111.44,108.94,110.44,6760900,93.4
25/01/2001,110.12,111.12,109.44,110.75,4982100,93.66
26/01/2001,109.62,115.25,109.19,114.19,9095200,96.57
29/01/2001,112.5,115.5,112.47,114.98,5125000,97.24
30/01/2001,115,116.75,113.4,116.61,8242000,98.62
31/01/2001,115.75,116.75,112,112,8314200,94.72
01/02/2001,112.4,114.34,111.2,114.05,5580800,96.45
02/02/2001,112.75,113.99,109.6,110.27,5428400,93.26
05/02/2001,109.4,112.6,109.3,112.22,5113700,94.91
06/02/2001,112.23,115.69,111.2,114.19,7526400,96.57
07/02/2001,113.4,117.6,112.67,116.91,9006900,98.99
08/02/2001,116.91,118.2,114.03,114.1,8380800,96.61
09/02/2001,114.03,114.99,111,112,6318800,94.83
12/02/2001,110.55,115.72,110.3,114.9,6729300,97.28
13/02/2001,114.15,117.38,113.07,113.75,7193200,96.31
14/02/2001,113.75,116.17,112.5,115.1,7032900,97.45
15/02/2001,116.8,118.64,116.38,116.78,8098700,98.88
16/02/2001,114.55,115.75,113.94,115,7073000,97.37
20/02/2001,114.55,115.6,110.78,111.5,6748300,94.4
21/02/2001,109.55,111.5,107.29,107.51,9156900,91.03
22/02/2001,106.5,110.9,103.38,108.9,11709000,92.2
23/02/2001,107.5,107.5,100.25,104,15276600,88.05
26/02/2001,105.8,105.8,101.83,105.3,8344100,89.16
27/02/2001,104.9,106.87,102.56,102.59,9787900,86.86
28/02/2001,102.95,103.54,99.1,99.9,11933200,84.58
01/03/2001,99.3,106.4,97.5,106.05,15102000,89.79
02/03/2001,104,107.65,100.94,102.3,14745500,86.62
05/03/2001,102.81,105.6,102.64,104.91,6743900,88.83
06/03/2001,106.25,108.4,105.25,106,8120000,89.75
07/03/2001,107.45,108.25,105.66,107.55,7788900,91.06
